other_index,filename,source,x,y,w,h,tile_r0,tile_c0,tile_r1,tile_c1,area_px,direction,category,weights
25,other_0025.png,tloz7_1e.png,644,609,8,16,38,40,39,40,128,,,
25,other_0025.png,tloz7_1e.png,132,1313,8,16,82,8,83,8,128,,,
30,other_0030.png,tloz7_1e.png,636,910,15,16,56,39,57,40,240,,enemy,0.3
30,other_0030.png,tloz7_1e.png,1348,1086,15,16,67,84,68,85,240,,enemy,0.3
31,other_0031.png,tloz7_1e.png,108,212,16,8,13,6,13,7,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,131,246,16,8,15,8,15,9,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,123,298,16,8,18,7,19,8,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,335,739,16,8,46,20,46,21,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,304,753,16,8,47,19,47,19,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,447,754,16,8,47,27,47,28,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,640,1090,16,8,68,40,68,40,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,165,1101,16,8,68,10,69,11,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,637,1109,16,8,69,39,69,40,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,560,1119,16,8,69,35,70,35,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,59,1122,16,8,70,3,70,4,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,608,1122,16,8,70,38,70,38,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,549,1133,16,8,70,34,71,35,128,,enemy,0.3
31,other_0031.png,tloz7_1e.png,160,1142,16,8,71,10,71,10,128,,enemy,0.3
32,other_0032.png,tloz7_1e.png,112,1135,10,10,70,7,71,7,100,,enemy,0.3
32,other_0032.png,tloz7_1e.png,720,1135,10,10,70,45,71,45,100,,enemy,0.3
32,other_0032.png,tloz7_1e.png,707,1152,10,10,72,44,72,44,100,,enemy,0.3
32,other_0032.png,tloz7_1e.png,721,1154,10,10,72,45,72,45,100,,enemy,0.3
35,other_0035.png,tloz7_1e.png,1491,107,14,15,6,93,7,94,210,,enemy,0.3
36,other_0036.png,tloz7_1e.png,626,74,13,16,4,39,5,39,208,,enemy,0.3
36,other_0036.png,tloz7_1e.png,338,124,13,16,7,21,8,21,208,,enemy,0.3
36,other_0036.png,tloz7_1e.png,674,234,13,16,14,42,15,42,208,,enemy,0.3
36,other_0036.png,tloz7_1e.png,978,250,13,16,15,61,16,61,208,,enemy,0.3
36,other_0036.png,tloz7_1e.png,962,282,13,16,17,60,18,60,208,,enemy,0.3
36,other_0036.png,tloz7_1e.png,338,298,13,16,18,21,19,21,208,,enemy,0.3
37,other_0037.png,tloz7_1e.png,1464,30,14,16,1,91,2,92,224,,enemy,0.3
37,other_0037.png,tloz7_1e.png,1313,121,14,16,7,82,8,82,224,,enemy,0.3
37,other_0037.png,tloz7_1e.png,193,229,14,16,14,12,15,12,224,,enemy,0.3
37,other_0037.png,tloz7_1e.png,113,245,14,16,15,7,16,7,224,,enemy,0.3
37,other_0037.png,tloz7_1e.png,337,749,14,16,46,21,47,21,224,,enemy,0.3
38,other_0038.png,tloz7_1e.png,930,243,13,16,15,58,16,58,208,,enemy,0.3
38,other_0038.png,tloz7_1e.png,930,275,13,16,17,58,18,58,208,,enemy,0.3
39,other_0039.png,tloz7_1e.png,1367,62,14,16,3,85,4,86,224,,enemy,0.3
39,other_0039.png,tloz7_1e.png,351,798,14,16,49,21,50,22,224,,enemy,0.3
45,other_0045.png,tloz7_1e.png,388,81,8,16,5,24,6,24,128,,,
45,other_0045.png,tloz7_1e.png,212,561,8,16,35,13,36,13,128,,,
45,other_0045.png,tloz7_1e.png,132,961,8,16,60,8,61,8,128,,,
46,other_0046.png,tloz7_1e.png,688,31,14,15,1,43,2,43,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,447,47,14,15,2,27,3,28,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,169,223,14,15,13,10,14,11,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,413,239,14,15,14,25,15,26,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,69,287,14,15,17,4,18,5,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,336,415,14,15,25,21,26,21,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,74,591,14,15,36,4,37,5,210,,enemy,0.3
46,other_0046.png,tloz7_1e.png,846,1087,14,15,67,52,68,53,210,,enemy,0.3
47,other_0047.png,tloz7_1e.png,587,95,14,15,5,36,6,37,210,,enemy,0.3
47,other_0047.png,tloz7_1e.png,595,207,14,15,12,37,13,38,210,,enemy,0.3
47,other_0047.png,tloz7_1e.png,431,383,14,15,23,26,24,27,210,,enemy,0.3
47,other_0047.png,tloz7_1e.png,424,735,14,15,45,26,46,27,210,,enemy,0.3
47,other_0047.png,tloz7_1e.png,405,1119,14,15,69,25,70,26,210,,enemy,0.3
48,other_0048.png,tloz7_1e.png,900,81,8,14,5,56,5,56,112,,,
48,other_0048.png,tloz7_1e.png,1156,81,8,14,5,72,5,72,112,,,
48,other_0048.png,tloz7_1e.png,900,257,8,14,16,56,16,56,112,,,
48,other_0048.png,tloz7_1e.png,132,1137,8,14,71,8,71,8,112,,,
48,other_0048.png,tloz7_1e.png,388,1137,8,14,71,24,71,24,112,,,
48,other_0048.png,tloz7_1e.png,1156,1137,8,14,71,72,71,72,112,,,
48,other_0048.png,tloz7_1e.png,644,1313,8,14,82,40,82,40,112,,,
49,other_0049.png,tloz7_1e.png,676,270,13,16,16,42,17,43,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,385,59,13,16,3,24,4,24,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,417,93,13,16,5,26,6,26,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,385,108,13,16,6,24,7,24,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,721,252,13,16,15,45,16,45,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,401,393,13,16,24,25,25,25,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,305,462,13,16,28,19,29,19,208,,enemy,0.3
50,other_0050.png,tloz7_1e.png,385,914,13,16,57,24,58,24,208,,enemy,0.3
53,other_0053.png,tloz7_1e.png,35,1294,14,15,80,2,81,3,210,,enemy,0.3
56,other_0056.png,tloz7_1e.png,113,1355,15,14,84,7,85,7,210,,enemy,0.3
70,other_0070.png,tloz7_1e.png,51,1327,15,14,82,3,83,4,210,,enemy,0.3
70,other_0070.png,tloz7_1e.png,100,1327,15,14,82,6,83,7,210,,enemy,0.3
70,other_0070.png,tloz7_1e.png,35,1359,15,14,84,2,85,3,210,,enemy,0.3
76,other_0076.png,tloz7_1e.png,417,405,13,16,25,26,26,26,208,,enemy,0.3
86,other_0086.png,tloz7_1e.png,644,276,7,7,17,40,17,40,49,,,
88,other_0088.png,tloz7_1e.png,1492,52,7,7,3,93,3,93,49,,,
88,other_0088.png,tloz7_1e.png,388,452,7,7,28,24,28,24,49,,,
117,other_0117.png,tloz7_1e.png,418,998,13,16,62,26,63,26,208,,enemy,0.3
131,other_0131.png,tloz7_1e.png,417,63,13,16,3,26,4,26,208,,enemy,0.3
131,other_0131.png,tloz7_1e.png,705,63,13,16,3,44,4,44,208,,enemy,0.3
131,other_0131.png,tloz7_1e.png,417,448,13,16,28,26,28,26,208,,enemy,0.3
131,other_0131.png,tloz7_1e.png,385,785,13,16,49,24,50,24,208,,enemy,0.3
131,other_0131.png,tloz7_1e.png,337,1158,13,16,72,21,73,21,208,,enemy,0.3
187,other_0187.png,tloz7_1e.png,120,155,5,4,9,7,9,7,20,,,
187,other_0187.png,tloz7_1e.png,376,1035,5,4,64,23,64,23,20,,,
187,other_0187.png,tloz7_1e.png,632,1035,5,4,64,39,64,39,20,,,
188,other_0188.png,tloz7_1e.png,131,155,5,5,9,8,9,8,25,,,
188,other_0188.png,tloz7_1e.png,387,1035,5,5,64,24,64,24,25,,,
188,other_0188.png,tloz7_1e.png,643,1035,5,5,64,40,64,40,25,,,
189,other_0189.png,tloz7_1e.png,120,192,5,5,12,7,12,7,25,,,
189,other_0189.png,tloz7_1e.png,376,1072,5,5,67,23,67,23,25,,,
189,other_0189.png,tloz7_1e.png,632,1072,5,5,67,39,67,39,25,,,
190,other_0190.png,tloz7_1e.png,131,193,5,4,12,8,12,8,20,,,
190,other_0190.png,tloz7_1e.png,387,1073,5,4,67,24,67,24,20,,,
190,other_0190.png,tloz7_1e.png,643,1073,5,4,67,40,67,40,20,,,
205,other_0205.png,tloz7_1e.png,1058,229,8,10,14,66,14,66,80,,,
205,other_0205.png,tloz7_1e.png,1213,301,8,10,18,75,19,76,80,,,
205,other_0205.png,tloz7_1e.png,317,599,8,10,37,19,38,20,80,,,
205,other_0205.png,tloz7_1e.png,1091,1119,8,10,69,68,70,68,80,,,
205,other_0205.png,tloz7_1e.png,1208,1176,8,10,73,75,74,75,80,,,
370,other_0370.png,tloz7_1e.png,1386,29,16,16,1,86,2,87,256,,enemy,0.3
371,other_0371.png,tloz7_1e.png,1133,30,28,18,1,70,2,72,504,,boss,0.9
371,other_0371.png,tloz7_1e.png,1117,62,28,18,3,69,4,71,504,,boss,0.9
372,other_0372.png,tloz7_1e.png,891,36,21,29,2,55,4,56,609,,,
373,other_0373.png,tloz7_1e.png,837,41,8,10,2,52,3,52,80,,,
374,other_0374.png,tloz7_1e.png,628,42,8,8,2,39,3,39,64,,,
374,other_0374.png,tloz7_1e.png,370,1090,8,8,68,23,68,23,64,,,
375,other_0375.png,tloz7_1e.png,845,49,24,29,3,52,4,54,696,,,
376,other_0376.png,tloz7_1e.png,893,63,8,10,3,55,4,56,80,,,
377,other_0377.png,tloz7_1e.png,1312,76,16,16,4,82,5,82,256,,enemy,0.3
377,other_0377.png,tloz7_1e.png,1349,126,16,16,7,84,8,85,256,,enemy,0.3
378,other_0378.png,tloz7_1e.png,604,78,13,16,4,37,5,38,208,,enemy,0.3
378,other_0378.png,tloz7_1e.png,965,222,13,16,13,60,14,61,208,,enemy,0.3
378,other_0378.png,tloz7_1e.png,356,270,13,16,16,22,17,23,208,,enemy,0.3
378,other_0378.png,tloz7_1e.png,434,926,13,16,57,27,58,27,208,,enemy,0.3
378,other_0378.png,tloz7_1e.png,340,1086,13,16,67,21,68,22,208,,enemy,0.3
378,other_0378.png,tloz7_1e.png,964,1102,13,16,68,60,69,61,208,,enemy,0.3
379,other_0379.png,tloz7_1e.png,1137,102,15,16,6,71,7,71,240,,boss,0.9
380,other_0380.png,tloz7_1e.png,1431,126,16,16,7,89,8,90,256,,enemy,0.3
381,other_0381.png,tloz7_1e.png,847,206,13,16,12,52,13,53,208,,enemy,0.3
381,other_0381.png,tloz7_1e.png,399,270,13,16,16,24,17,25,208,,enemy,0.3
381,other_0381.png,tloz7_1e.png,109,622,13,16,38,6,39,7,208,,enemy,0.3
381,other_0381.png,tloz7_1e.png,158,654,13,16,40,9,41,10,208,,enemy,0.3
381,other_0381.png,tloz7_1e.png,412,798,13,16,49,25,50,26,208,,enemy,0.3
381,other_0381.png,tloz7_1e.png,451,910,13,16,56,28,57,28,208,,enemy,0.3
382,other_0382.png,tloz7_1e.png,340,238,14,16,14,21,15,22,224,,enemy,0.3
383,other_0383.png,tloz7_1e.png,1184,241,32,32,15,74,17,75,1024,,,
384,other_0384.png,tloz7_1e.png,113,263,13,16,16,7,17,7,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,705,285,13,16,17,44,18,44,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,417,301,13,16,18,26,19,26,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,337,972,13,16,60,21,61,21,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,353,1110,13,16,69,22,70,22,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,929,1117,13,16,69,58,70,58,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,977,1133,13,16,70,61,71,61,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,961,1163,13,16,72,60,73,60,208,,enemy,0.3
384,other_0384.png,tloz7_1e.png,849,1181,13,16,73,53,74,53,208,,enemy,0.3
385,other_0385.png,tloz7_1e.png,1057,293,9,11,18,66,18,66,99,,,
386,other_0386.png,tloz7_1e.png,616,576,12,42,36,38,38,39,504,,,
387,other_0387.png,tloz7_1e.png,349,584,28,32,36,21,38,23,896,,,
388,other_0388.png,tloz7_1e.png,604,624,40,15,39,37,39,40,600,,,
389,other_0389.png,tloz7_1e.png,388,806,8,5,50,24,50,24,40,,,
390,other_0390.png,tloz7_1e.png,134,910,28,18,56,8,57,10,504,,,
391,other_0391.png,tloz7_1e.png,151,912,9,7,57,9,57,9,63,,boss,0.9
392,other_0392.png,tloz7_1e.png,695,942,30,16,58,43,59,45,480,,,
393,other_0393.png,tloz7_1e.png,174,958,28,18,59,10,60,12,504,,boss,0.9
394,other_0394.png,tloz7_1e.png,144,972,16,20,60,9,61,9,320,,boss,0.9
395,other_0395.png,tloz7_1e.png,664,974,15,16,60,41,61,42,240,,,
396,other_0396.png,tloz7_1e.png,436,1084,13,18,67,27,68,28,234,,enemy,0.3
397,other_0397.png,tloz7_1e.png,1163,1098,28,32,68,72,70,74,896,,boss,0.9
398,other_0398.png,tloz7_1e.png,424,1122,8,8,70,26,70,26,64,,,
399,other_0399.png,tloz7_1e.png,1489,1147,15,16,71,93,72,93,240,,,
400,other_0400.png,tloz7_1e.png,363,1165,9,11,72,22,73,23,99,,,
401,other_0401.png,tloz7_1e.png,600,1265,37,21,79,37,80,39,777,,,
402,other_0402.png,tloz7_1e.png,659,1276,24,29,79,41,81,42,696,,,
4,other_0004.png,tloz7_2e.png,613,85,6,6,5,38,5,38,36,,,
4,other_0004.png,tloz7_2e.png,629,261,6,6,16,39,16,39,36,,,
4,other_0004.png,tloz7_2e.png,1589,261,6,6,16,99,16,99,36,,,
4,other_0004.png,tloz7_2e.png,629,437,6,6,27,39,27,39,36,,,
4,other_0004.png,tloz7_2e.png,613,613,6,6,38,38,38,38,36,,,
4,other_0004.png,tloz7_2e.png,901,613,6,6,38,56,38,56,36,,,
4,other_0004.png,tloz7_2e.png,885,789,6,6,49,55,49,55,36,,,
4,other_0004.png,tloz7_2e.png,1109,789,6,6,49,69,49,69,36,,,
4,other_0004.png,tloz7_2e.png,117,1141,6,6,71,7,71,7,36,,,
4,other_0004.png,tloz7_2e.png,1109,1141,6,6,71,69,71,69,36,,,
4,other_0004.png,tloz7_2e.png,1333,1141,6,6,71,83,71,83,36,,,
7,other_0007.png,tloz7_2e.png,816,197,16,1,12,51,12,51,16,,,
7,other_0007.png,tloz7_2e.png,816,213,16,1,13,51,13,51,16,,,
7,other_0007.png,tloz7_2e.png,816,229,16,1,14,51,14,51,16,,,
7,other_0007.png,tloz7_2e.png,816,245,16,1,15,51,15,51,16,,,
7,other_0007.png,tloz7_2e.png,816,277,16,1,17,51,17,51,16,,,
7,other_0007.png,tloz7_2e.png,944,277,16,1,17,59,17,59,16,,,
7,other_0007.png,tloz7_2e.png,816,293,16,1,18,51,18,51,16,,,
7,other_0007.png,tloz7_2e.png,944,293,16,1,18,59,18,59,16,,,
7,other_0007.png,tloz7_2e.png,816,309,16,1,19,51,19,51,16,,,
7,other_0007.png,tloz7_2e.png,944,309,16,1,19,59,19,59,16,,,
8,other_0008.png,tloz7_2e.png,1466,32,8,10,2,91,2,92,80,,,
8,other_0008.png,tloz7_2e.png,1074,407,8,10,25,67,26,67,80,,,
8,other_0008.png,tloz7_2e.png,1668,433,8,10,27,104,27,104,80,,,
8,other_0008.png,tloz7_2e.png,1208,480,8,10,30,75,30,75,80,,,
8,other_0008.png,tloz7_2e.png,1655,599,8,10,37,103,38,103,80,,,
8,other_0008.png,tloz7_2e.png,1576,744,8,10,46,98,47,98,80,,,
8,other_0008.png,tloz7_2e.png,1710,766,8,10,47,106,48,107,80,,,
8,other_0008.png,tloz7_2e.png,597,773,8,10,48,37,48,37,80,,,
8,other_0008.png,tloz7_2e.png,1740,832,8,10,52,108,52,109,80,,,
8,other_0008.png,tloz7_2e.png,1386,1137,8,10,71,86,71,87,80,,,
8,other_0008.png,tloz7_2e.png,616,1144,8,10,71,38,72,38,80,,,
12,other_0012.png,tloz7_2e.png,1185,131,13,13,8,74,8,74,169,,,
13,other_0013.png,tloz7_2e.png,891,87,10,10,5,55,6,56,100,,,
14,other_0014.png,tloz7_2e.png,816,285,16,5,17,51,18,51,80,,,
14,other_0014.png,tloz7_2e.png,944,285,16,5,17,59,18,59,80,,,
14,other_0014.png,tloz7_2e.png,816,301,16,5,18,51,19,51,80,,,
14,other_0014.png,tloz7_2e.png,944,301,16,5,18,59,19,59,80,,,
15,other_0015.png,tloz7_2e.png,816,295,16,3,18,51,18,51,48,,,
15,other_0015.png,tloz7_2e.png,944,295,16,3,18,59,18,59,48,,,
15,other_0015.png,tloz7_2e.png,816,311,16,3,19,51,19,51,48,,,
15,other_0015.png,tloz7_2e.png,944,311,16,3,19,59,19,59,48,,,
20,other_0020.png,tloz7_2e.png,1620,929,8,16,58,101,59,101,128,,item,0.5
25,other_0025.png,tloz7_2e.png,708,257,8,16,16,44,17,44,128,,,
25,other_0025.png,tloz7_2e.png,1668,257,8,16,16,104,17,104,128,,,
31,other_0031.png,tloz7_2e.png,655,42,16,8,2,40,3,41,128,,enemy,0.3
31,other_0031.png,tloz7_2e.png,696,75,16,8,4,43,5,44,128,,enemy,0.3
31,other_0031.png,tloz7_2e.png,606,124,16,8,7,37,8,38,128,,enemy,0.3
31,other_0031.png,tloz7_2e.png,1696,218,16,8,13,106,14,106,128,,enemy,0.3
31,other_0031.png,tloz7_2e.png,1623,225,16,8,14,101,14,102,128,,enemy,0.3
31,other_0031.png,tloz7_2e.png,1690,284,16,8,17,105,18,106,128,,enemy,0.3
31,other_0031.png,tloz7_2e.png,1570,290,16,8,18,98,18,99,128,,enemy,0.3
32,other_0032.png,tloz7_2e.png,630,43,10,10,2,39,3,39,100,,enemy,0.3
32,other_0032.png,tloz7_2e.png,606,49,10,10,3,37,3,38,100,,enemy,0.3
32,other_0032.png,tloz7_2e.png,674,62,10,10,3,42,4,42,100,,enemy,0.3
32,other_0032.png,tloz7_2e.png,683,76,10,10,4,42,5,43,100,,enemy,0.3
32,other_0032.png,tloz7_2e.png,551,124,10,10,7,34,8,35,100,,enemy,0.3
33,other_0033.png,tloz7_2e.png,162,1187,11,12,74,10,74,10,132,,item,0.5
45,other_0045.png,tloz7_2e.png,1220,433,8,16,27,76,28,76,128,,,
45,other_0045.png,tloz7_2e.png,1668,785,8,16,49,104,50,104,128,,,
48,other_0048.png,tloz7_2e.png,1412,81,8,14,5,88,5,88,112,,,
48,other_0048.png,tloz7_2e.png,644,785,8,14,49,40,49,40,112,,,
114,other_0114.png,tloz7_2e.png,1680,51,15,16,3,105,4,105,240,,enemy,0.35
114,other_0114.png,tloz7_2e.png,592,299,15,16,18,37,19,37,240,,enemy,0.35
116,other_0116.png,tloz7_2e.png,913,1112,15,16,69,57,70,57,240,,enemy,0.35
195,other_0195.png,tloz7_2e.png,608,268,15,16,16,38,17,38,240,,enemy,0.35
197,other_0197.png,tloz7_2e.png,721,753,15,16,47,45,48,45,240,,enemy,0.35
199,other_0199.png,tloz7_2e.png,576,1147,16,15,71,36,72,36,240,,enemy,0.35
201,other_0201.png,tloz7_2e.png,763,435,10,10,27,47,27,48,100,left,,
201,other_0201.png,tloz7_2e.png,763,611,10,10,38,47,38,48,100,left,,
216,other_0216.png,tloz7_2e.png,636,523,10,10,32,39,33,40,100,up,,
216,other_0216.png,tloz7_2e.png,892,699,10,10,43,55,44,56,100,up,,
217,other_0217.png,tloz7_2e.png,832,775,15,16,48,52,49,52,240,,enemy,0.35
217,other_0217.png,tloz7_2e.png,1728,807,15,16,50,108,51,108,240,,enemy,0.35
217,other_0217.png,tloz7_2e.png,688,829,15,16,51,43,52,43,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,1665,741,15,16,46,104,47,104,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,929,774,15,16,48,58,49,58,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,1137,775,15,16,48,71,49,71,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,913,786,15,16,49,57,50,57,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,1185,821,15,16,51,74,52,74,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,1105,822,15,16,51,69,52,69,240,,enemy,0.35
218,other_0218.png,tloz7_2e.png,625,1176,15,16,73,39,74,39,240,,enemy,0.35
221,other_0221.png,tloz7_2e.png,673,294,16,16,18,42,19,43,256,,enemy,0.35
227,other_0227.png,tloz7_2e.png,1089,1106,14,16,69,68,70,68,224,,enemy,0.35
228,other_0228.png,tloz7_2e.png,1222,1182,14,16,73,76,74,77,224,,enemy,0.35
403,other_0403.png,tloz7_2e.png,1135,24,38,72,1,70,5,73,2736,,boss,0.9
404,other_0404.png,tloz7_2e.png,1363,31,16,15,1,85,2,86,240,,enemy,0.35
405,other_0405.png,tloz7_2e.png,1329,46,15,16,2,83,3,83,240,,enemy,0.35
405,other_0405.png,tloz7_2e.png,1425,78,15,16,4,89,5,89,240,,enemy,0.35
406,other_0406.png,tloz7_2e.png,1665,53,14,16,3,104,4,104,224,,enemy,0.35
407,other_0407.png,tloz7_2e.png,1637,78,14,16,4,102,5,103,224,,enemy,0.35
408,other_0408.png,tloz7_2e.png,1676,79,16,15,4,104,5,105,240,,enemy,0.35
408,other_0408.png,tloz7_2e.png,588,239,16,15,14,36,15,37,240,,enemy,0.35
408,other_0408.png,tloz7_2e.png,812,1167,16,15,72,50,73,51,240,,enemy,0.35
409,other_0409.png,tloz7_2e.png,1732,84,7,7,5,108,5,108,49,,,
409,other_0409.png,tloz7_2e.png,1236,756,7,7,47,77,47,77,49,,,
410,other_0410.png,tloz7_2e.png,1394,95,14,15,5,87,6,87,210,,enemy,0.35
411,other_0411.png,tloz7_2e.png,1649,95,14,15,5,103,6,103,210,,enemy,0.35
411,other_0411.png,tloz7_2e.png,1377,127,14,15,7,86,8,86,210,,enemy,0.35
412,other_0412.png,tloz7_2e.png,644,100,7,7,6,40,6,40,49,,,
412,other_0412.png,tloz7_2e.png,1236,1108,7,7,69,77,69,77,49,,,
413,other_0413.png,tloz7_2e.png,1681,105,14,16,6,105,7,105,224,,enemy,0.35
413,other_0413.png,tloz7_2e.png,1569,1145,14,16,71,98,72,98,224,,enemy,0.35
414,other_0414.png,tloz7_2e.png,1611,111,16,15,6,100,7,101,240,,enemy,0.35
415,other_0415.png,tloz7_2e.png,1627,126,14,16,7,101,8,102,224,,enemy,0.35
415,other_0415.png,tloz7_2e.png,1643,1118,14,16,69,102,70,103,224,,enemy,0.35
416,other_0416.png,tloz7_2e.png,768,192,256,160,12,48,21,63,40960,,,
417,other_0417.png,tloz7_2e.png,1569,209,15,13,13,98,13,98,195,,trap,0.1
417,other_0417.png,tloz7_2e.png,1569,305,15,13,19,98,19,98,195,,trap,0.1
417,other_0417.png,tloz7_2e.png,1745,305,15,13,19,109,19,109,195,,trap,0.1
417,other_0417.png,tloz7_2e.png,33,1089,15,13,68,2,68,2,195,,trap,0.1
417,other_0417.png,tloz7_2e.png,33,1185,15,13,74,2,74,2,195,,trap,0.1
417,other_0417.png,tloz7_2e.png,209,1185,15,13,74,13,74,13,195,,trap,0.1
418,other_0418.png,tloz7_2e.png,1713,209,15,13,13,107,13,107,195,,trap,0.1
418,other_0418.png,tloz7_2e.png,177,1089,15,13,68,11,68,11,195,,trap,0.1
419,other_0419.png,tloz7_2e.png,724,228,7,7,14,45,14,45,49,,,
420,other_0420.png,tloz7_2e.png,1748,228,7,7,14,109,14,109,49,,,
420,other_0420.png,tloz7_2e.png,980,756,7,7,47,61,47,61,49,,,
421,other_0421.png,tloz7_2e.png,672,240,16,16,15,42,15,42,256,,enemy,0.35
422,other_0422.png,tloz7_2e.png,654,271,16,15,16,40,17,41,240,,enemy,0.35
423,other_0423.png,tloz7_2e.png,1104,382,16,12,23,69,24,69,192,,,
424,other_0424.png,tloz7_2e.png,1088,390,48,38,24,68,26,70,1824,,boss,0.9
425,other_0425.png,tloz7_2e.png,1631,400,47,17,25,101,26,104,799,,boss,0.9
426,other_0426.png,tloz7_2e.png,724,404,7,7,25,45,25,45,49,,,
426,other_0426.png,tloz7_2e.png,212,1108,7,7,69,13,69,13,49,,,
427,other_0427.png,tloz7_2e.png,689,411,14,16,25,43,26,43,224,,enemy,0.35
428,other_0428.png,tloz7_2e.png,673,442,14,16,27,42,28,42,224,,enemy,0.35
429,other_0429.png,tloz7_2e.png,675,462,14,16,28,42,29,43,224,,enemy,0.35
430,other_0430.png,tloz7_2e.png,658,558,16,16,34,41,35,42,256,,enemy,0.35
431,other_0431.png,tloz7_2e.png,1642,559,16,15,34,102,35,103,240,,enemy,0.35
431,other_0431.png,tloz7_2e.png,915,831,16,15,51,57,52,58,240,,enemy,0.35
431,other_0431.png,tloz7_2e.png,1682,927,16,15,57,105,58,106,240,,enemy,0.35
432,other_0432.png,tloz7_2e.png,723,579,9,9,36,45,36,45,81,,,
433,other_0433.png,tloz7_2e.png,560,586,16,16,36,35,37,35,256,,enemy,0.35
434,other_0434.png,tloz7_2e.png,604,590,15,16,36,37,37,38,240,,enemy,0.35
435,other_0435.png,tloz7_2e.png,1575,591,16,15,36,98,37,99,240,,enemy,0.35
436,other_0436.png,tloz7_2e.png,1674,591,16,15,36,104,37,105,240,,enemy,0.35
436,other_0436.png,tloz7_2e.png,1130,1167,16,15,72,70,73,71,240,,enemy,0.35
437,other_0437.png,tloz7_2e.png,544,593,16,16,37,34,38,34,256,,enemy,0.35
437,other_0437.png,tloz7_2e.png,624,607,16,16,37,39,38,39,256,,enemy,0.35
438,other_0438.png,tloz7_2e.png,1601,612,15,16,38,100,39,100,240,,enemy,0.35
439,other_0439.png,tloz7_2e.png,604,622,15,16,38,37,39,38,240,,enemy,0.35
440,other_0440.png,tloz7_2e.png,1735,623,16,15,38,108,39,109,240,,enemy,0.35
440,other_0440.png,tloz7_2e.png,1735,655,16,15,40,108,41,109,240,,enemy,0.35
440,other_0440.png,tloz7_2e.png,1677,1119,16,15,69,104,70,105,240,,enemy,0.35
440,other_0440.png,tloz7_2e.png,1710,1151,16,15,71,106,72,107,240,,enemy,0.35
441,other_0441.png,tloz7_2e.png,560,626,16,14,39,35,39,35,224,,enemy,0.35
442,other_0442.png,tloz7_2e.png,672,640,16,16,40,42,40,42,256,,enemy,0.35
443,other_0443.png,tloz7_2e.png,912,745,15,16,46,57,47,57,240,,enemy,0.35
443,other_0443.png,tloz7_2e.png,720,1177,15,16,73,45,74,45,240,,enemy,0.35
444,other_0444.png,tloz7_2e.png,1721,750,16,16,46,107,47,108,256,,enemy,0.35
444,other_0444.png,tloz7_2e.png,1113,798,16,16,49,69,50,70,256,,enemy,0.35
445,other_0445.png,tloz7_2e.png,574,767,16,15,47,35,48,36,240,,enemy,0.35
445,other_0445.png,tloz7_2e.png,590,799,16,15,49,36,50,37,240,,enemy,0.35
446,other_0446.png,tloz7_2e.png,906,766,16,16,47,56,48,57,256,,enemy,0.35
447,other_0447.png,tloz7_2e.png,1095,766,16,16,47,68,48,69,256,,enemy,0.35
448,other_0448.png,tloz7_2e.png,1174,766,16,16,47,73,48,74,256,,enemy,0.35
448,other_0448.png,tloz7_2e.png,918,814,16,16,50,57,51,58,256,,enemy,0.35
449,other_0449.png,tloz7_2e.png,1632,806,15,16,50,102,51,102,240,,enemy,0.35
